coverage_id,discovery_row_id,discovery_status,scope_decision,device_type_name,device_type_id,related_device_type,relation_type,relationship_origin,endpoint_requirement,cluster_name,cluster_id,server_client_role,requirement,feature_condition,specification_path,specification_revision,device_type_definition_path,device_type_revision,sdk_definition_path,sdk_revision,documentation_path,documentation_kind,implementation_path,implementation_scope,implementation_revision,idl_path,idl_scope,example_device_server_endpoints,evidence_location,status,relation_status,specification_status,sdk_status,implementation_status,documentation_status,idl_status,revision_comparison,documentation_search_scope,resolution,commit_sha,data_model_version,notes,example_cluster_revision,example_device_revision,example_implementation_path,example_implementation_scope
C040,D040,present,include,Temperature Controlled Cabinet,0x0071,Refrigerator:0x0070,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Temperature Measurement,0x0402,server,optional,optionalConform,data_model/1.7/clusters/TemperatureMeasurement.xml,6,data_model/1.7/device_types/TemperatureControlledCabinet.xml,6,src/app/zap-templates/zcl/data-model/chip/temperature-measurement-cluster.xml,6,src/app/clusters/temperature-measurement-server/README.md,cluster_implementation_guide,src/app/clusters/temperature-measurement-server/TemperatureMeasurementCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_refrigerator_temperaturecontrolledcabinet_temperaturecontrolledcabinet_ffdb696680.matter,device_example,2|3,"[{""path"":""data_model/1.7/device_types/TemperatureControlledCabinet.xml"",""line"":140},{""path"":""data_model/1.7/clusters/TemperatureMeasurement.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/temperature-measurement-cluster.xml"",""selector"":""/configurator/cluster[code=0x0402]/globalAttribute[@code=0xFFFD]""}]",present,present,present,present,present,present,present,same_declared_value_only,[],Retained verified coverage,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.,6,1,not_applicable,not_applicable
C041,D041,unverified,include,Temperature Controlled Cabinet,0x0071,Refrigerator:0x0070,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,Descriptor,0x001D,server,required,"mandatoryConform; features(feature(code=TAGLIST,mandatoryConform(condition(name=Duplicate))))",data_model/1.7/clusters/Descriptor-Cluster.xml,3,data_model/1.7/device_types/TemperatureControlledCabinet.xml,6,src/app/zap-templates/zcl/data-model/chip/descriptor-cluster.xml,3,unverified,unverified,src/app/clusters/descriptor/DescriptorCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_refrigerator_temperaturecontrolledcabinet_temperaturecontrolledcabinet_ffdb696680.matter,device_example,2|3,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":92},{""path"":""data_model/1.7/clusters/Descriptor-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/descriptor-cluster.xml"",""selector"":""/configurator/cluster[code=0x001D]/globalAttribute[@code=0xFFFD]""}]",missing,present,present,present,present,missing,present,same_declared_value_only,"[""src/app/clusters/descriptor/*.md""]",Verified primary mapping; bounded documentation/SDK absence recorded,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; No standalone component Markdown guide in this exact directory; broader prose availability not asserted. Embedded API comments are implementation content.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",3,1,not_applicable,not_applicable
C042,D042,present,include,Temperature Controlled Cabinet,0x0071,Refrigerator:0x0070,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,Binding,0x001E,server,required (conditional),"mandatoryConform(andTerm(condition(name=Simple),condition(name=Client)))",data_model/1.7/clusters/Binding-Cluster.xml,1,data_model/1.7/device_types/TemperatureControlledCabinet.xml,6,src/app/zap-templates/zcl/data-model/chip/binding-cluster.xml,1,src/app/clusters/bindings/README.md,cluster_implementation_guide,src/app/clusters/bindings/BindingCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/all-clusters-app/all-clusters-common/all-clusters-app.matter,generic_all_clusters,unverified,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":102},{""path"":""data_model/1.7/clusters/Binding-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/binding-cluster.xml"",""selector"":""/configurator/cluster[code=0x001E]/globalAttribute[@code=0xFFFD]""}]",present,present,present,present,present,present,present,same_declared_value_only,[],Retained verified coverage,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",1,not_applicable,not_applicable,not_applicable
C043,D043,unverified,include,Temperature Controlled Cabinet,0x0071,Refrigerator:0x0070,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,Fixed Label,0x0040,server,optional,optionalConform,data_model/1.7/clusters/FixedLabel-Cluster.xml,1,data_model/1.7/device_types/TemperatureControlledCabinet.xml,6,src/app/zap-templates/zcl/data-model/chip/fixed-label-cluster.xml,1,unverified,unverified,src/app/clusters/fixed-label-server/FixedLabelCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/all-clusters-app/all-clusters-common/all-clusters-app.matter,generic_all_clusters,unverified,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":110},{""path"":""data_model/1.7/clusters/FixedLabel-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/fixed-label-cluster.xml"",""selector"":""/configurator/cluster[code=0x0040]/globalAttribute[@code=0xFFFD]""}]",missing,present,present,present,present,missing,present,same_declared_value_only,"[""src/app/clusters/fixed-label-server/*.md""]",Verified primary mapping; bounded documentation/SDK absence recorded,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; No standalone component Markdown guide in this exact directory; broader prose availability not asserted. Embedded API comments are implementation content.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",1,not_applicable,not_applicable,not_applicable
C044,D044,unverified,include,Temperature Controlled Cabinet,0x0071,Refrigerator:0x0070,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,User Label,0x0041,server,optional,optionalConform,data_model/1.7/clusters/UserLabel-Cluster.xml,1,data_model/1.7/device_types/TemperatureControlledCabinet.xml,6,src/app/zap-templates/zcl/data-model/chip/user-label-cluster.xml,1,unverified,unverified,src/app/clusters/user-label-server/UserLabelCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/all-clusters-app/all-clusters-common/all-clusters-app.matter,generic_all_clusters,unverified,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":113},{""path"":""data_model/1.7/clusters/UserLabel-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/user-label-cluster.xml"",""selector"":""/configurator/cluster[code=0x0041]/globalAttribute[@code=0xFFFD]""}]",missing,present,present,present,present,missing,present,same_declared_value_only,"[""src/app/clusters/user-label-server/*.md""]",Verified primary mapping; bounded documentation/SDK absence recorded,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; No standalone component Markdown guide in this exact directory; broader prose availability not asserted. Embedded API comments are implementation content.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",1,not_applicable,not_applicable,not_applicable
C045,D045,present,exclude,Air Purifier,0x002D,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Identify,0x0003,server,required,mandatoryConform,data_model/1.7/clusters/Identify.xml,6,data_model/1.7/device_types/AirPurifier.xml,4,src/app/zap-templates/zcl/data-model/chip/identify-cluster.xml,6,src/app/clusters/identify-server/README.md,cluster_implementation_guide,src/app/clusters/identify-server/IdentifyCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/air-purifier-app/air-purifier-common/air-purifier-app.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/AirPurifier.xml"",""line"":76},{""path"":""data_model/1.7/clusters/Identify.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/identify-cluster.xml"",""selector"":""/configurator/cluster[code=0x0003]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,present,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.",6,4,not_applicable,not_applicable
C046,D046,unverified,exclude,Air Purifier,0x002D,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Groups,0x0004,server,optional,optionalConform,data_model/1.7/clusters/Groups.xml,5,data_model/1.7/device_types/AirPurifier.xml,4,src/app/zap-templates/zcl/data-model/chip/groups-cluster.xml,5,unverified,unverified,src/app/clusters/groups-server/GroupsClusterImpl.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/all-clusters-app/all-clusters-common/all-clusters-app.matter,generic_all_clusters,unverified,"[{""path"":""data_model/1.7/device_types/AirPurifier.xml"",""line"":79},{""path"":""data_model/1.7/clusters/Groups.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/groups-cluster.xml"",""selector"":""/configurator/cluster[code=0x0004]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,unverified,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.",5,not_applicable,not_applicable,not_applicable
C047,D047,unverified,exclude,Air Purifier,0x002D,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,On/Off,0x0006,server,optional,optionalConform,data_model/1.7/clusters/OnOff.xml,7,data_model/1.7/device_types/AirPurifier.xml,4,src/app/zap-templates/zcl/data-model/chip/onoff-cluster.xml,7,unverified,unverified,src/app/clusters/on-off-server/OnOffCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/air-purifier-app/air-purifier-common/air-purifier-app.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/AirPurifier.xml"",""line"":82},{""path"":""data_model/1.7/clusters/OnOff.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/onoff-cluster.xml"",""selector"":""/configurator/cluster[code=0x0006]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,unverified,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.",7,4,not_applicable,not_applicable
C048,D048,present,exclude,Air Purifier,0x002D,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,HEPA Filter Monitoring,0x0071,server,optional,optionalConform,data_model/1.7/clusters/ResourceMonitoring.xml,2,data_model/1.7/device_types/AirPurifier.xml,4,src/app/zap-templates/zcl/data-model/chip/resource-monitoring-cluster.xml,1,src/app/clusters/resource-monitoring-server/README.md,cluster_implementation_guide,src/app/clusters/resource-monitoring-server/ResourceMonitoringCluster.cpp,framework_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/air-purifier-app/air-purifier-common/air-purifier-app.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/AirPurifier.xml"",""line"":85},{""path"":""data_model/1.7/clusters/ResourceMonitoring.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/resource-monitoring-cluster.xml"",""selector"":""/configurator/cluster[code=0x0071]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,present,present,different_declared_values,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.",1,4,not_applicable,not_applicable
C049,D049,present,exclude,Air Purifier,0x002D,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Activated Carbon Filter Monitoring,0x0072,server,optional,optionalConform,data_model/1.7/clusters/ResourceMonitoring.xml,2,data_model/1.7/device_types/AirPurifier.xml,4,src/app/zap-templates/zcl/data-model/chip/resource-monitoring-cluster.xml,1,src/app/clusters/resource-monitoring-server/README.md,cluster_implementation_guide,src/app/clusters/resource-monitoring-server/ResourceMonitoringCluster.cpp,framework_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/air-purifier-app/air-purifier-common/air-purifier-app.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/AirPurifier.xml"",""line"":88},{""path"":""data_model/1.7/clusters/ResourceMonitoring.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/resource-monitoring-cluster.xml"",""selector"":""/configurator/cluster[code=0x0072]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,present,present,different_declared_values,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.",1,4,not_applicable,not_applicable
C050,D050,present,exclude,Air Purifier,0x002D,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Fan Control,0x0202,server,required,mandatoryConform,data_model/1.7/clusters/FanControl.xml,7,data_model/1.7/device_types/AirPurifier.xml,4,src/app/zap-templates/zcl/data-model/chip/fan-control-cluster.xml,7,src/app/clusters/fan-control-server/README.md,cluster_implementation_guide,src/app/clusters/fan-control-server/FanControlCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/air-purifier-app/air-purifier-common/air-purifier-app.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/AirPurifier.xml"",""line"":91},{""path"":""data_model/1.7/clusters/FanControl.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/fan-control-cluster.xml"",""selector"":""/configurator/cluster[code=0x0202]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,present,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.",7,4,not_applicable,not_applicable
C051,D051,unverified,exclude,Air Purifier,0x002D,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,Descriptor,0x001D,server,required,"mandatoryConform; features(feature(code=TAGLIST,mandatoryConform(condition(name=Duplicate))))",data_model/1.7/clusters/Descriptor-Cluster.xml,3,data_model/1.7/device_types/AirPurifier.xml,4,src/app/zap-templates/zcl/data-model/chip/descriptor-cluster.xml,3,unverified,unverified,src/app/clusters/descriptor/DescriptorCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/air-purifier-app/air-purifier-common/air-purifier-app.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":92},{""path"":""data_model/1.7/clusters/Descriptor-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/descriptor-cluster.xml"",""selector"":""/configurator/cluster[code=0x001D]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,unverified,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",3,4,not_applicable,not_applicable
C052,D052,present,exclude,Air Purifier,0x002D,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,Binding,0x001E,server,required (conditional),"mandatoryConform(andTerm(condition(name=Simple),condition(name=Client)))",data_model/1.7/clusters/Binding-Cluster.xml,1,data_model/1.7/device_types/AirPurifier.xml,4,src/app/zap-templates/zcl/data-model/chip/binding-cluster.xml,1,src/app/clusters/bindings/README.md,cluster_implementation_guide,src/app/clusters/bindings/BindingCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/all-clusters-app/all-clusters-common/all-clusters-app.matter,generic_all_clusters,unverified,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":102},{""path"":""data_model/1.7/clusters/Binding-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/binding-cluster.xml"",""selector"":""/configurator/cluster[code=0x001E]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,present,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",1,not_applicable,not_applicable,not_applicable
C053,D053,unverified,exclude,Air Purifier,0x002D,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,Fixed Label,0x0040,server,optional,optionalConform,data_model/1.7/clusters/FixedLabel-Cluster.xml,1,data_model/1.7/device_types/AirPurifier.xml,4,src/app/zap-templates/zcl/data-model/chip/fixed-label-cluster.xml,1,unverified,unverified,src/app/clusters/fixed-label-server/FixedLabelCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/all-clusters-app/all-clusters-common/all-clusters-app.matter,generic_all_clusters,unverified,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":110},{""path"":""data_model/1.7/clusters/FixedLabel-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/fixed-label-cluster.xml"",""selector"":""/configurator/cluster[code=0x0040]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,unverified,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",1,not_applicable,not_applicable,not_applicable
C054,D054,unverified,exclude,Air Purifier,0x002D,not_applicable,requires_cluster,base,server on endpoint implementing this Device Type; conditional support retained,User Label,0x0041,server,optional,optionalConform,data_model/1.7/clusters/UserLabel-Cluster.xml,1,data_model/1.7/device_types/AirPurifier.xml,4,src/app/zap-templates/zcl/data-model/chip/user-label-cluster.xml,1,unverified,unverified,src/app/clusters/user-label-server/UserLabelCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/all-clusters-app/all-clusters-common/all-clusters-app.matter,generic_all_clusters,unverified,"[{""path"":""data_model/1.7/device_types/BaseDeviceType.xml"",""line"":113},{""path"":""data_model/1.7/clusters/UserLabel-Cluster.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/user-label-cluster.xml"",""selector"":""/configurator/cluster[code=0x0041]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,unverified,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.; Inherited through BaseDeviceType; conditional Binding retained, not forced enabled.",1,not_applicable,not_applicable,not_applicable
C055,D055,present,exclude,Dishwasher,0x0075,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Identify,0x0003,server,optional,optionalConform,data_model/1.7/clusters/Identify.xml,6,data_model/1.7/device_types/Dishwasher.xml,2,src/app/zap-templates/zcl/data-model/chip/identify-cluster.xml,6,src/app/clusters/identify-server/README.md,cluster_implementation_guide,src/app/clusters/identify-server/IdentifyCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_dishwasher_cc105034fe.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/Dishwasher.xml"",""line"":67},{""path"":""data_model/1.7/clusters/Identify.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/identify-cluster.xml"",""selector"":""/configurator/cluster[code=0x0003]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,present,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.",6,2,not_applicable,not_applicable
C056,D056,unverified,exclude,Dishwasher,0x0075,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,On/Off,0x0006,server,optional,"optionalConform; features(feature(code=DF,mandatoryConform))",data_model/1.7/clusters/OnOff.xml,7,data_model/1.7/device_types/Dishwasher.xml,2,src/app/zap-templates/zcl/data-model/chip/onoff-cluster.xml,7,unverified,unverified,src/app/clusters/on-off-server/OnOffCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_dishwasher_cc105034fe.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/Dishwasher.xml"",""line"":70},{""path"":""data_model/1.7/clusters/OnOff.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/onoff-cluster.xml"",""selector"":""/configurator/cluster[code=0x0006]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,unverified,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.",7,2,not_applicable,not_applicable
C057,D057,unverified,exclude,Dishwasher,0x0075,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Temperature Control,0x0056,server,optional,optionalConform,data_model/1.7/clusters/TemperatureControl.xml,1,data_model/1.7/device_types/Dishwasher.xml,2,src/app/zap-templates/zcl/data-model/chip/temperature-control-cluster.xml,1,unverified,unverified,src/app/clusters/temperature-control-server/TemperatureControlCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_dishwasher_cc105034fe.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/Dishwasher.xml"",""line"":78},{""path"":""data_model/1.7/clusters/TemperatureControl.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/temperature-control-cluster.xml"",""selector"":""/configurator/cluster[code=0x0056]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,unverified,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.",1,2,not_applicable,not_applicable
C058,D058,present,exclude,Dishwasher,0x0075,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Dishwasher Mode,0x0059,server,optional,"optionalConform; features(feature(code=DEPONOFF,disallowConform)); attributes(attribute(code=0x0002,name=StartUpMode,disallowConform))",data_model/1.7/clusters/Mode_Dishwasher.xml,4,data_model/1.7/device_types/Dishwasher.xml,2,src/app/zap-templates/zcl/data-model/chip/dishwasher-mode-cluster.xml,4,src/app/clusters/mode-base-server/README.md,cluster_implementation_guide,src/app/clusters/mode-base-server/ModeBaseCluster.cpp,framework_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_dishwasher_cc105034fe.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/Dishwasher.xml"",""line"":81},{""path"":""data_model/1.7/clusters/Mode_Dishwasher.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/dishwasher-mode-cluster.xml"",""selector"":""/configurator/cluster[code=0x0059]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,present,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.",4,2,not_applicable,not_applicable
C059,D059,present,exclude,Dishwasher,0x0075,not_applicable,requires_cluster,direct,server on endpoint implementing this Device Type; conditional support retained,Dishwasher Alarm,0x005D,server,optional,optionalConform,data_model/1.7/clusters/DishwasherAlarm.xml,1,data_model/1.7/device_types/Dishwasher.xml,2,src/app/zap-templates/zcl/data-model/chip/dishwasher-alarm-cluster.xml,1,src/app/clusters/alarm-base-server/README.md,shared_base_guide,src/app/clusters/dishwasher-alarm-server/DishwasherAlarmCluster.cpp,cluster_shared,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,examples/chef/devices/rootnode_dishwasher_cc105034fe.matter,device_example,1,"[{""path"":""data_model/1.7/device_types/Dishwasher.xml"",""line"":94},{""path"":""data_model/1.7/clusters/DishwasherAlarm.xml"",""selector"":""/cluster/@revision and clusterIds""},{""path"":""src/app/zap-templates/zcl/data-model/chip/dishwasher-alarm-cluster.xml"",""selector"":""/configurator/cluster[code=0x005D]/globalAttribute[@code=0xFFFD]""}]",not_applicable,present,present,present,present,present,present,same_declared_value_only,[],Outside selected product scope,1ac132b5ecd42cb6c78772f2576ed6f7fc814183,1.7,"Existence/coverage status only; runtime conformance and semantic revision equivalence are not asserted.; Outside selected product scope; this is scope inapplicability, not source absence. Original evidence statuses retained.",1,2,not_applicable,not_applicable
